5864,1984-04-08,"",14,1,1,11,S,,,0,1
5865,1984-04-08,"",8,3,0,30,R,,,0,1
5866,1984-04-08,"",16,1,1,1,S,,,0,1
5867,1984-04-09,"",2,4,2,20,R,,,0,1
5868,1984-04-11,"",19,1,1,101,P,,,0,1
5869,1984-04-11,"",12,1,0,17,Q,,,0,1
5870,1984-04-11,"",81,1,0,24,Q,,,0,1
5871,1984-04-11,"",50,0,0,7,P,,,0,1
5872,1984-04-11,"",1,2,1,11,S,,,0,1
5873,1984-04-11,"",16,0,0,14,S,,,0,1
5874,1984-04-12,"",30,1,1,2,R,,,0,1
5875,1984-04-12,"",8,2,0,20,R,,,0,1
5876,1984-04-14,"",11,5,0,16,S,,,0,1
5877,1984-04-15,"",2,0,1,8,R,,,0,1
5878,1984-04-15,"",1,1,1,14,S,,,0,1
5879,1984-04-15,"",12,2,0,24,Q,,,0,1
5880,1984-04-15,"",19,0,1,7,P,,,0,1
5881,1984-04-15,"",17,1,0,81,Q,,,0,1
5882,1984-04-15,"",101,1,1,50,P,,,0,1
5883,1984-04-15,"",20,3,1,30,R,,,0,1
5884,1984-04-18,"",101,0,0,19,P,,,0,1
5885,1984-04-18,"",30,0,0,8,R,,,0,1
5886,1984-04-18,"",20,1,0,2,R,,,0,1
5887,1984-04-18,"",24,0,2,81,Q,,,0,1
5888,1984-04-18,"",11,0,0,1,S,,,0,1
5889,1984-04-18,"",7,2,0,50,P,,,0,1
5890,1984-04-18,"",17,0,0,12,Q,,,0,1
5891,1984-04-19,"",14,2,1,16,S,,,0,1
5892,1984-04-21,"",7,4,2,19,P,,,0,1
5893,1984-04-22,"",16,0,1,11,S,,,0,1
5894,1984-04-22,"",50,1,0,101,P,,,0,1
5895,1984-04-22,"",81,1,1,17,Q,,,0,1
5896,1984-04-22,"",14,1,4,1,S,,,0,1
5897,1984-04-22,"",30,1,1,20,R,,,0,1
5898,1984-04-22,"",8,2,2,2,R,,,0,1
5899,1984-04-22,"",24,1,5,12,Q,,,0,1
5900,1984-04-25,"",20,2,1,8,R,,,0,1
5901,1984-04-25,"",11,2,0,14,S,,,0,1
5902,1984-04-25,"",19,3,2,50,P,,,0,1
5903,1984-04-25,"",2,1,0,30,R,,,0,1
5904,1984-04-25,"",1,2,0,16,S,,,0,1
5905,1984-04-25,"",12,1,0,81,Q,,,0,1
5906,1984-04-25,"",101,1,1,7,P,,,0,1
5907,1984-04-25,"",17,2,1,24,Q,,,0,1
5908,1984-04-29,"",8,2,0,11,QF,,,0,1
5909,1984-04-29,"",17,2,2,7,QF,,,0,1
5910,1984-05-01,"",19,2,5,12,QF,,,0,1
5911,1984-05-01,"",20,2,3,1,QF,,,0,1
5912,1984-05-05,"",12,4,3,19,QF,,,0,1
5913,1984-05-06,"",11,4,1,8,QF,,,0,1
5914,1984-05-06,"",7,5,0,17,QF,,,0,1
5915,1984-05-06,"",1,3,1,20,QF,,,0,1
5916,1984-05-12,"",1,1,0,12,SF,,,0,1
5917,1984-05-13,"",11,0,2,7,SF,,,0,1
5918,1984-05-19,"",12,3,0,1,SF,,,0,1
5919,1984-05-20,"",7,0,0,11,SF,,,0,1
5920,1984-05-24,"",7,1,0,12,F,,,0,1
5921,1984-05-28,"",12,0,0,7,F,,,0,1
5922,1985-01-26,"",25,1,0,91,D,,,0,1
5923,1985-01-26,"",7,2,1,2,"A e B",,,0,1
5924,1985-01-27,"",30,0,4,9,"A e B",,,0,1
5925,1985-01-27,"",1,1,0,20,"A e B",,,0,1
5926,1985-01-27,"",43,4,0,137,D,,,0,1
5927,1985-01-27,"",61,1,0,42,C,,,0,1
5928,1985-01-27,"",44,2,1,34,C,,,0,1
5929,1985-01-27,"",39,1,1,23,C,,,0,1
5930,1985-01-27,"",15,1,0,63,C,,,0,1
5931,1985-01-27,"",6,3,1,16,"A e B",,,0,1
5932,1985-01-27,"",22,3,0,32,C,,,0,1
5933,1985-01-27,"",13,1,0,4,"A e B",,,0,1
5934,1985-01-27,"",90,0,0,105,D,,,0,1
5935,1985-01-27,"",37,2,1,51,D,,,0,1
5936,1985-01-27,"",79,1,1,81,D,,,0,1
5937,1985-01-27,"",48,1,0,64,D,,,0,1
5938,1985-01-27,"",11,2,2,12,"A e B",,,0,1
5939,1985-01-27,"",21,0,0,5,"A e B",,,0,1
5940,1985-01-27,"",26,1,1,19,"A e B",,,0,1
5941,1985-01-27,"",3,1,1,8,"A e B",,,0,1
5942,1985-01-27,"",17,3,1,10,"A e B",,,0,1
5943,1985-01-28,"",29,0,1,57,C,,,0,1
5944,1985-01-30,"",11,0,1,9,"A e B",,,0,1
5945,1985-01-30,"",44,0,1,57,C,,,0,1
5946,1985-01-30,"",39,2,1,32,C,,,0,1
5947,1985-01-30,"",7,2,0,19,"A e B",,,0,1
5948,1985-01-30,"",1,3,1,12,"A e B",,,0,1
5949,1985-01-30,"",3,4,0,2,"A e B",,,0,1
5950,1985-01-30,"",30,1,1,20,"A e B",,,0,1
5951,1985-01-30,"",15,4,1,42,C,,,0,1
5952,1985-01-30,"",61,1,0,63,C,,,0,1
5953,1985-01-30,"",37,0,1,64,D,,,0,1
5954,1985-01-30,"",43,2,0,81,D,,,0,1
5955,1985-01-30,"",79,1,0,137,D,,,0,1
5956,1985-01-30,"",105,1,0,91,D,,,0,1
5957,1985-01-30,"",48,2,0,51,D,,,0,1
5958,1985-01-30,"",22,1,1,23,C,,,0,1
5959,1985-01-30,"",25,3,0,90,D,,,0,1
5960,1985-01-31,"",4,3,2,16,"A e B",,,0,1
5961,1985-01-31,"",6,1,1,13,"A e B",,,0,1
5962,1985-01-31,"",29,4,0,34,C,,,0,1
5963,1985-01-31,"",17,2,1,5,"A e B",,,0,1
5964,1985-01-31,"",21,3,2,10,"A e B",,,0,1
5965,1985-01-31,"",26,1,4,8,"A e B",,,0,1
5966,1985-02-02,"",23,0,1,15,C,,,0,1
5967,1985-02-02,"",51,1,2,25,D,,,0,1
5968,1985-02-03,"",19,1,1,1,"A e B",,,0,1
5969,1985-02-03,"",20,1,1,3,"A e B",,,0,1
5970,1985-02-03,"",8,2,0,11,"A e B",,,0,1
5971,1985-02-03,"",4,2,2,10,"A e B",,,0,1
5972,1985-02-03,"",91,1,3,79,D,,,0,1
5973,1985-02-03,"",2,1,0,21,"A e B",,,0,1
5974,1985-02-03,"",13,2,1,17,"A e B",,,0,1
5975,1985-02-03,"",16,3,0,26,"A e B",,,0,1
5976,1985-02-03,"",9,2,0,6,"A e B",,,0,1
5977,1985-02-03,"",57,0,0,39,C,,,0,1
5978,1985-02-03,"",34,1,0,22,C,,,0,1
5979,1985-02-03,"",42,2,2,44,C,,,0,1
5980,1985-02-03,"",63,1,0,29,C,,,0,1
5981,1985-02-03,"",32,1,1,61,C,,,0,1
5982,1985-02-03,"",90,1,0,43,D,,,0,1
5983,1985-02-03,"",137,0,1,48,D,,,0,1
5984,1985-02-03,"",5,2,0,30,"A e B",,,0,1
5985,1985-02-03,"",81,1,2,37,D,,,0,1
5986,1985-02-03,"",64,0,0,105,D,,,0,1
5987,1985-02-06,"",23,0,0,61,C,,,0,1
5988,1985-02-06,"",64,1,1,25,D,,,0,1
5989,1985-02-06,"",63,0,0,44,C,,,0,1
5990,1985-02-06,"",57,0,1,22,C,,,0,1
5991,1985-02-06,"",10,3,1,6,"A e B",,,0,1
5992,1985-02-06,"",32,0,1,15,C,,,0,1
5993,1985-02-06,"",34,4,0,39,C,,,0,1
5994,1985-02-06,"",91,0,3,43,D,,,0,1
5995,1985-02-06,"",81,1,2,48,D,,,0,1
5996,1985-02-06,"",20,1,3,21,"A e B",,,0,1
5997,1985-02-06,"",11,1,1,5,"A e B",,,0,1
5998,1985-02-06,"",13,3,0,26,"A e B",,,0,1
5999,1985-02-06,"",9,1,1,7,"A e B",,,0,1
6000,1985-02-06,"",137,2,0,37,D,,,0,1
6001,1985-02-06,"",90,2,1,79,D,,,0,1
6002,1985-02-06,"",51,3,2,105,D,,,0,1
6003,1985-02-06,"",42,1,1,29,C,,,0,1
6004,1985-02-06,18:00,12,3,0,17,"A e B",,,0,1
6005,1985-02-07,"",19,2,0,3,"A e B",,,0,1
6006,1985-02-07,"",8,1,0,4,"A e B",,,0,1
6007,1985-02-07,"",30,0,0,16,"A e B",,,0,1
6008,1985-02-07,"",2,1,1,1,"A e B",,,0,1
6009,1985-02-09,"",7,1,1,5,"A e B",,,0,1
6010,1985-02-09,"",21,4,1,13,"A e B",,,0,1
6011,1985-02-10,"",3,4,2,10,"A e B",,,0,1
6012,1985-02-10,"",26,0,3,20,"A e B",,,0,1
6013,1985-02-10,"",6,2,1,8,"A e B",,,0,1
6014,1985-02-10,"",17,0,0,16,"A e B",,,0,1
6015,1985-02-10,"",4,2,1,19,"A e B",,,0,1
6016,1985-02-10,"",11,1,0,2,"A e B",,,0,1
6017,1985-02-10,"",61,0,0,15,C,,,0,1
6018,1985-02-10,"",91,3,0,51,D,,,0,1
6019,1985-02-10,"",43,1,2,79,D,,,0,1
6020,1985-02-10,"",48,4,1,37,D,,,0,1
6021,1985-02-10,"",90,0,0,137,D,,,0,1
6022,1985-02-10,"",64,1,1,81,D,,,0,1
6023,1985-02-10,"",25,2,1,105,D,,,0,1
6024,1985-02-10,"",42,1,1,32,C,,,0,1
6025,1985-02-10,"",29,1,0,44,C,,,0,1
6026,1985-02-10,"",63,1,2,57,C,,,0,1
6027,1985-02-10,"",39,1,1,22,C,,,0,1
6028,1985-02-10,"",23,3,0,34,C,,,0,1
6029,1985-02-10,"",1,2,0,9,"A e B",,,0,1
6030,1985-02-10,"",30,1,2,12,"A e B",,,0,1
6031,1985-02-13,"",3,1,0,9,"A e B",,,0,1
6032,1985-02-13,"",10,0,2,11,"A e B",,,0,1
6033,1985-02-13,"",2,2,2,6,"A e B",,,0,1
6034,1985-02-13,"",12,1,1,26,"A e B",,,0,1
6035,1985-02-13,"",137,0,1,64,D,,,0,1
6036,1985-02-13,"",17,0,1,8,"A e B",,,0,1
6037,1985-02-13,"",13,0,2,30,"A e B",,,0,1
6038,1985-02-13,"",16,2,2,1,"A e B",,,0,1
6039,1985-02-13,"",57,1,1,23,C,,,0,1
6040,1985-02-13,"",22,2,2,29,C,,,0,1
6041,1985-02-13,"",34,3,2,42,C,,,0,1
6042,1985-02-13,"",44,0,1,61,C,,,0,1
6043,1985-02-13,"",32,1,1,63,C,,,0,1
6044,1985-02-13,"",79,2,0,25,D,,,0,1
6045,1985-02-13,"",15,3,0,39,C,,,0,1
6046,1985-02-13,"",20,1,0,7,"A e B",,,0,1
6047,1985-02-13,"",37,0,1,43,D,,,0,1
6048,1985-02-13,"",21,4,2,19,"A e B",,,0,1
6049,1985-02-13,"",81,3,0,91,D,,,0,1
6050,1985-02-13,"",4,2,0,5,"A e B",,,0,1
6051,1985-02-13,"",51,0,1,90,D,,,0,1
6052,1985-02-15,"",105,1,1,48,D,,,0,1
6053,1985-02-16,"",7,3,5,12,"A e B",,,0,1
6054,1985-02-23,"",6,0,2,20,"A e B",,,0,1
6055,1985-02-23,"",5,1,1,1,"A e B",,,0,1
6056,1985-02-23,"",9,4,0,17,"A e B",,,0,1
6057,1985-02-23,"",13,0,0,3,"A e B",,,0,1
6058,1985-02-23,"",16,1,1,21,"A e B",,,0,1
6059,1985-02-23,"",10,2,1,7,"A e B",,,0,1
6060,1985-02-23,"",11,2,0,19,"A e B",,,0,1
6061,1985-02-23,"",26,1,0,2,"A e B",,,0,1
6062,1985-02-23,"",30,0,1,8,"A e B",,,0,1
6063,1985-02-23,"",4,1,1,12,"A e B",,,0,1
6064,1985-02-24,"",23,1,0,32,C,,,0,1
6065,1985-02-24,"",64,0,1,51,D,,,0,1
6066,1985-02-24,"",34,1,2,57,C,,,0,1
6067,1985-02-24,"",61,0,0,22,C,,,0,1
6068,1985-02-24,"",29,2,1,39,C,,,0,1
6069,1985-02-24,"",15,4,0,44,C,,,0,1
6070,1985-02-24,"",81,2,0,137,D,,,0,1
6071,1985-02-24,"",42,2,0,63,C,,,0,1
6072,1985-02-24,"",91,2,0,90,D,,,0,1
6073,1985-02-24,"",25,2,0,37,D,,,0,1
6074,1985-02-24,"",105,2,2,79,D,,,0,1
6075,1985-02-24,16:00,43,1,0,48,D,,,0,1
6076,1985-02-27,"",105,1,0,37,D,,,0,1
6077,1985-02-27,"",1,0,0,13,"A e B",,,0,1
6078,1985-02-27,"",2,3,1,30,"A e B",,,0,1
6079,1985-02-27,"",8,0,0,7,"A e B",,,0,1
6080,1985-02-27,"",21,0,1,12,"A e B",,,0,1
6081,1985-02-27,"",20,0,0,11,"A e B",,,0,1
6082,1985-02-27,"",90,3,1,81,D,,,0,1
6083,1985-02-27,"",32,1,1,57,C,,,0,1
6084,1985-02-27,"",44,2,1,39,C,,,0,1
6085,1985-02-27,"",42,1,1,23,C,,,0,1
6086,1985-02-27,"",63,1,0,34,C,,,0,1
6087,1985-02-27,"",61,1,1,29,C,,,0,1
6088,1985-02-27,"",19,1,0,17,"A e B",,,0,1
6089,1985-02-27,"",3,2,1,16,"A e B",,,0,1
6090,1985-02-27,"",79,0,1,48,D,,,0,1
6091,1985-02-27,"",91,0,2,64,D,,,0,1
6092,1985-02-27,"",25,2,1,43,D,,,0,1
6093,1985-02-27,"",51,1,1,137,D,,,0,1
6094,1985-02-27,"",15,1,0,22,C,,,0,1
6095,1985-02-27,"",6,1,3,5,"A e B",,,0,1
6096,1985-02-27,"",10,2,1,26,"A e B",,,0,1
6097,1985-02-27,"",9,2,1,4,"A e B",,,0,1
6098,1985-03-02,"",7,2,0,16,"A e B",,,0,1
6099,1985-03-02,"",11,2,0,13,"A e B",,,0,1
6100,1985-03-03,"",4,1,2,2,"A e B",,,0,1
6101,1985-03-03,"",81,1,1,51,D,,,0,1
6102,1985-03-03,"",57,1,1,42,C,,,0,1
6103,1985-03-03,"",22,3,0,44,C,,,0,1
6104,1985-03-03,"",43,1,0,105,D,,,0,1
6105,1985-03-03,"",90,5,3,64,D,,,0,1
6106,1985-03-03,"",37,3,0,79,D,,,0,1
6107,1985-03-03,"",21,1,0,8,"A e B",,,0,1
6108,1985-03-03,"",137,0,0,91,D,,,0,1
6109,1985-03-03,"",48,0,0,25,D,,,0,1
6110,1985-03-03,"",63,1,1,23,C,,,0,1
6111,1985-03-03,"",12,1,3,6,"A e B",,,0,1
6112,1985-03-03,"",3,2,0,5,"A e B",,,0,1
6113,1985-03-03,"",17,2,0,20,"A e B",,,0,1
6114,1985-03-03,"",26,3,1,9,"A e B",,,0,1
6115,1985-03-03,"",30,3,1,19,"A e B",,,0,1
6116,1985-03-03,"",1,2,2,10,"A e B",,,0,1
6117,1985-03-03,"",29,0,2,15,C,,,0,1
6118,1985-03-03,"",39,3,0,61,C,,,0,1
6119,1985-03-03,"",34,4,2,32,C,,,0,1
6120,1985-03-06,"",5,2,0,26,"A e B",,,0,1
6121,1985-03-06,"",16,0,4,11,"A e B",,,0,1
6122,1985-03-06,"",13,0,0,7,"A e B",,,0,1
6123,1985-03-06,"",2,1,0,17,"A e B",,,0,1
6124,1985-03-06,"",10,1,0,30,"A e B",,,0,1
6125,1985-03-06,"",39,1,0,42,C,,,0,1
6126,1985-03-06,"",25,2,0,137,D,,,0,1
6127,1985-03-06,"",48,1,1,91,D,,,0,1
6128,1985-03-06,"",105,2,0,81,D,,,0,1
6129,1985-03-06,"",37,3,1,90,D,,,0,1
6130,1985-03-06,"",43,1,0,64,D,,,0,1
6131,1985-03-06,"",79,2,2,51,D,,,0,1
6132,1985-03-06,"",61,3,1,57,C,,,0,1
6133,1985-03-06,"",20,2,1,4,"A e B",,,0,1
6134,1985-03-06,"",19,0,1,6,"A e B",,,0,1
6135,1985-03-06,"",29,2,1,23,C,,,0,1
6136,1985-03-06,"",44,0,2,32,C,,,0,1
6137,1985-03-06,"",22,2,1,63,C,,,0,1
6138,1985-03-06,"",12,1,2,3,"A e B",,,0,1
6139,1985-03-06,"",9,3,1,21,"A e B",,,0,1
6140,1985-03-07,"",8,1,0,1,"A e B",,,0,1
6141,1985-03-07,"",15,1,0,34,C,,,0,1
6142,1985-03-09,"",32,1,3,29,C,,,0,1
6143,1985-03-09,"",16,4,1,6,"A e B",,,0,1
6144,1985-03-09,"",19,3,1,26,"A e B",,,0,1
6145,1985-03-09,"",10,0,1,17,"A e B",,,0,1
6146,1985-03-09,"",12,1,0,11,"A e B",,,0,1
6147,1985-03-10,"",42,1,1,22,C,,,0,1
6148,1985-03-10,"",57,2,1,15,C,,,0,1
6149,1985-03-10,"",23,1,0,44,C,,,0,1
6150,1985-03-10,"",91,3,1,37,D,,,0,1
6151,1985-03-10,"",63,1,0,39,C,,,0,1
6152,1985-03-10,"",81,0,0,25,D,,,0,1
6153,1985-03-10,"",137,1,3,105,D,,,0,1
6154,1985-03-10,"",20,3,2,1,"A e B",,,0,1
6155,1985-03-10,"",2,1,1,7,"A e B",,,0,1
6156,1985-03-10,"",9,1,0,30,"A e B",,,0,1
6157,1985-03-10,"",4,1,2,13,"A e B",,,0,1
6158,1985-03-10,"",5,1,1,21,"A e B",,,0,1
6159,1985-03-10,"",8,0,1,3,"A e B",,,0,1
6160,1985-03-10,"",64,3,2,79,D,,,0,1
6161,1985-03-10,"",34,1,1,61,C,,,0,1
6162,1985-03-10,"",51,1,1,43,D,,,0,1
6163,1985-03-10,16:00,90,1,2,48,D,,,0,1
6164,1985-03-13,"",16,1,0,4,"A e B",,,0,1
6165,1985-03-13,"",13,2,0,6,"A e B",,,0,1
6166,1985-03-13,"",8,7,0,26,"A e B",,,0,1
6167,1985-03-13,"",5,2,3,17,"A e B",,,0,1
6168,1985-03-13,"",19,2,2,7,"A e B",,,0,1
6169,1985-03-13,"",20,1,1,30,"A e B",,,0,1
6170,1985-03-13,"",10,3,3,21,"A e B",,,0,1
6171,1985-03-13,"",9,1,1,11,"A e B",,,0,1
6172,1985-03-14,"",91,0,0,105,D,,,0,1
6173,1985-03-14,"",12,1,0,1,"A e B",,,0,1
6174,1985-03-14,"",2,2,0,3,"A e B",,,0,1
6175,1985-03-16,"",81,1,2,79,D,,,0,1
6176,1985-03-16,"",91,1,3,25,D,,,0,1
6177,1985-03-16,"",137,1,2,43,D,,,0,1
6178,1985-03-16,"",64,2,1,48,D,,,0,1
6179,1985-03-16,"",6,1,0,9,"A e B",,,0,1
6180,1985-03-16,"",51,1,0,37,D,,,0,1
6181,1985-03-16,"",10,4,4,4,"A e B",,,0,1
6182,1985-03-16,"",42,1,2,61,C,,,0,1
6183,1985-03-16,"",32,0,2,22,C,,,0,1
6184,1985-03-16,"",105,1,0,90,D,,,0,1
6185,1985-03-16,"",57,1,0,29,C,,,0,1
6186,1985-03-16,"",23,0,1,39,C,,,0,1
6187,1985-03-16,"",63,0,1,15,C,,,0,1
6188,1985-03-17,"",12,2,1,7,"A e B",,,0,1
6189,1985-03-17,"",34,6,0,44,C,,,0,1
6190,1985-03-17,"",26,2,0,16,"A e B",,,0,1
6191,1985-03-17,"",3,5,1,20,"A e B",,,0,1
6192,1985-03-17,"",30,1,0,5,"A e B",,,0,1
6193,1985-03-17,"",17,1,2,13,"A e B",,,0,1
6194,1985-03-17,"",1,1,1,19,"A e B",,,0,1
6195,1985-03-20,"",26,1,1,13,"A e B",,,0,1
6196,1985-03-20,"",1,3,0,2,"A e B",,,0,1
6197,1985-03-20,"",90,1,2,25,D,,,0,1
6198,1985-03-20,"",4,2,2,8,"A e B",,,0,1
6199,1985-03-20,"",3,1,0,19,"A e B",,,0,1
6200,1985-03-20,"",17,0,0,12,"A e B",,,0,1
6201,1985-03-20,"",16,3,0,30,"A e B",,,0,1
6202,1985-03-20,"",64,0,0,37,D,,,0,1
6203,1985-03-20,"",21,1,0,20,"A e B",,,0,1
6204,1985-03-20,"",6,3,1,10,"A e B",,,0,1
6205,1985-03-20,"",57,2,0,44,C,,,0,1
6206,1985-03-20,"",23,1,2,22,C,,,0,1
6207,1985-03-20,"",137,1,2,79,D,,,0,1
6208,1985-03-20,"",42,2,4,15,C,,,0,1
6209,1985-03-20,"",34,1,0,29,C,,,0,1
6210,1985-03-20,"",63,1,1,61,C,,,0,1
6211,1985-03-20,"",81,0,1,43,D,,,0,1
6212,1985-03-21,"",5,1,1,11,"A e B",,,0,1
6213,1985-03-21,"",7,1,0,9,"A e B",,,0,1
6214,1985-03-21,"",51,3,2,48,D,,,0,1
6215,1985-03-21,"",32,1,0,39,C,,,0,1
6216,1985-03-23,"",105,1,0,64,D,,,0,1
6217,1985-03-23,"",12,2,1,30,"A e B",,,0,1
6218,1985-03-23,"",10,1,1,3,"A e B",,,0,1
6219,1985-03-24,"",48,4,0,137,D,,,0,1
6220,1985-03-24,"",25,4,1,51,D,,,0,1
6221,1985-03-24,"",20,4,3,26,"A e B",,,0,1
6222,1985-03-24,"",13,1,0,21,"A e B",,,0,1
6223,1985-03-24,"",79,0,0,91,D,,,0,1
6224,1985-03-24,"",9,0,1,1,"A e B",,,0,1
6225,1985-03-24,"",5,0,1,7,"A e B",,,0,1
6226,1985-03-24,"",8,6,1,6,"A e B",,,0,1
6227,1985-03-24,"",15,5,1,23,C,,,0,1
6228,1985-03-24,"",39,4,0,57,C,,,0,1
6229,1985-03-24,"",2,0,0,11,"A e B",,,0,1
6230,1985-03-24,"",16,0,2,17,"A e B",,,0,1
6231,1985-03-24,"",22,2,1,34,C,,,0,1
6232,1985-03-24,"",44,4,0,42,C,,,0,1
6233,1985-03-24,"",37,2,1,81,D,,,0,1
6234,1985-03-24,"",29,1,0,63,C,,,0,1
6235,1985-03-24,"",61,1,0,32,C,,,0,1
6236,1985-03-24,"",43,1,0,90,D,,,0,1
6237,1985-03-24,"",19,0,0,4,"A e B",,,0,1
6238,1985-03-27,"",1,0,1,16,"A e B",,,0,1
6239,1985-03-27,"",5,1,1,4,"A e B",,,0,1
6240,1985-03-27,"",30,1,1,13,"A e B",,,0,1
6241,1985-03-27,"",8,0,1,17,"A e B",,,0,1
6242,1985-03-27,"",26,1,2,12,"A e B",,,0,1
6243,1985-03-27,"",19,0,0,21,"A e B",,,0,1
6244,1985-03-27,"",7,0,1,20,"A e B",,,0,1
6245,1985-03-27,"",9,1,0,3,"A e B",,,0,1
6246,1985-03-27,"",6,1,0,2,"A e B",,,0,1
6247,1985-03-27,"",11,1,2,10,"A e B",,,0,1
6248,1985-03-27,"",79,4,1,90,D,,,0,1
6249,1985-03-27,"",43,1,2,91,D,,,0,1
6250,1985-03-27,"",61,0,0,23,C,,,0,1
6251,1985-03-27,"",44,0,0,63,C,,,0,1
6252,1985-03-27,"",29,2,0,42,C,,,0,1
6253,1985-03-27,"",22,2,0,57,C,,,0,1
6254,1985-03-27,"",48,2,0,81,D,,,0,1
6255,1985-03-27,"",105,1,1,51,D,,,0,1
6256,1985-03-27,"",37,0,1,137,D,,,0,1
6257,1985-03-27,"",25,1,1,64,D,,,0,1
6258,1985-03-27,"",39,2,4,34,C,,,0,1
6259,1985-03-28,"",15,2,0,32,C,,,0,1
6260,1985-03-30,"",105,0,1,25,D,,,0,1
6261,1985-03-30,"",30,2,3,8,"A e B",,,0,1
6262,1985-03-30,"",20,1,2,6,"A e B",,,0,1
6263,1985-03-31,"",19,0,2,11,"A e B",,,0,1
6264,1985-03-31,"",17,0,0,9,"A e B",,,0,1
6265,1985-03-31,"",81,1,2,64,D,,,0,1
6266,1985-03-31,"",7,1,2,10,"A e B",,,0,1
6267,1985-03-31,"",2,3,1,26,"A e B",,,0,1
6268,1985-03-31,"",21,1,1,16,"A e B",,,0,1
6269,1985-03-31,"",1,0,0,5,"A e B",,,0,1
6270,1985-03-31,"",3,2,3,13,"A e B",,,0,1
6271,1985-03-31,"",12,0,1,4,"A e B",,,0,1
6272,1985-03-31,"",137,2,1,90,D,,,0,1
6273,1985-03-31,"",51,1,0,91,D,,,0,1
6274,1985-03-31,"",79,1,1,43,D,,,0,1
6275,1985-03-31,"",15,1,2,61,C,,,0,1
6276,1985-03-31,"",34,0,1,23,C,,,0,1
6277,1985-03-31,"",37,0,1,48,D,,,0,1
6278,1985-03-31,"",32,2,1,42,C,,,0,1
6279,1985-03-31,"",57,1,0,63,C,,,0,1
6280,1985-03-31,"",22,3,1,39,C,,,0,1
6281,1985-03-31,"",44,2,2,29,C,,,0,1
6282,1985-04-03,"",91,0,2,81,D,,,0,1
6283,1985-04-03,"",90,2,1,51,D,,,0,1
6284,1985-04-03,"",25,2,2,79,D,,,0,1
6285,1985-04-03,"",43,0,1,37,D,,,0,1
6286,1985-04-03,"",64,1,1,137,D,,,0,1
6287,1985-04-03,"",39,1,3,15,C,,,0,1
6288,1985-04-03,"",63,0,2,32,C,,,0,1
6289,1985-04-03,"",61,1,1,44,C,,,0,1
6290,1985-04-03,"",29,2,0,22,C,,,0,1
6291,1985-04-03,"",23,1,1,57,C,,,0,1
6292,1985-04-03,"",48,1,1,105,D,,,0,1
6293,1985-04-03,"",42,1,1,34,C,,,0,1
6294,1985-04-03,"",21,1,1,2,"A e B",,,0,1
6295,1985-04-03,"",11,1,1,8,"A e B",,,0,1
6296,1985-04-06,"",30,2,3,2,"A e B",,,0,1
6297,1985-04-06,"",51,3,1,64,D,,,0,1
6298,1985-04-06,"",4,2,2,9,"A e B",,,0,1
6299,1985-04-07,"",12,0,0,21,"A e B",,,0,1
6300,1985-04-07,"",16,0,0,3,"A e B",,,0,1
6301,1985-04-07,"",17,0,2,19,"A e B",,,0,1
6302,1985-04-07,"",5,3,0,6,"A e B",,,0,1
6303,1985-04-07,"",13,4,1,1,"A e B",,,0,1
6304,1985-04-07,"",7,1,1,8,"A e B",,,0,1
6305,1985-04-07,"",11,2,0,20,"A e B",,,0,1
6306,1985-04-07,"",44,0,1,15,C,,,0,1
6307,1985-04-07,"",48,3,1,43,D,,,0,1
6308,1985-04-07,"",90,1,0,91,D,,,0,1
6309,1985-04-07,"",137,1,0,81,D,,,0,1
6310,1985-04-07,"",79,1,0,105,D,,,0,1
6311,1985-04-07,"",39,0,0,29,C,,,0,1
6312,1985-04-07,"",22,2,1,61,C,,,0,1
6313,1985-04-07,"",57,2,2,34,C,,,0,1
6314,1985-04-07,"",32,0,3,23,C,,,0,1
6315,1985-04-07,"",63,2,0,42,C,,,0,1
6316,1985-04-07,"",26,2,3,10,"A e B",,,0,1
6317,1985-04-07,"",37,1,0,25,D,,,0,1
6318,1985-04-10,"",16,0,2,7,"A e B",,,0,1
6319,1985-04-10,"",10,2,2,1,"A e B",,,0,1
6320,1985-04-10,"",8,1,2,21,"A e B",,,0,1
6321,1985-04-10,"",34,3,1,63,C,,,0,1
6322,1985-04-10,"",5,3,2,3,"A e B",,,0,1
6323,1985-04-10,"",13,2,0,11,"A e B",,,0,1
6324,1985-04-10,"",19,1,1,30,"A e B",,,0,1
6325,1985-04-10,"",9,3,0,26,"A e B",,,0,1
6326,1985-04-10,"",20,2,0,17,"A e B",,,0,1
6327,1985-04-10,"",23,5,4,42,C,,,0,1
6328,1985-04-10,"",57,3,1,32,C,,,0,1
6329,1985-04-10,"",43,1,1,25,D,,,0,1
6330,1985-04-10,"",64,2,0,91,D,,,0,1
6331,1985-04-10,"",81,4,0,90,D,,,0,1
6332,1985-04-10,"",137,1,3,51,D,,,0,1
6333,1985-04-10,"",48,3,1,79,D,,,0,1
6334,1985-04-10,"",37,0,2,105,D,,,0,1
6335,1985-04-10,"",22,0,1,15,C,,,0,1
6336,1985-04-10,"",29,5,1,61,C,,,0,1
6337,1985-04-10,"",39,4,1,44,C,,,0,1
6338,1985-04-10,"",6,1,2,12,"A e B",,,0,1
6339,1985-04-10,"",2,1,1,4,"A e B",,,0,1
6340,1985-04-13,"",6,2,1,19,"A e B",,,0,1
6341,1985-04-13,"",23,2,0,63,C,,,0,1
